date,spend
2022-01-01,18395.0
2022-01-02,20278.0
2022-01-03,23934.0
2022-01-04,21894.0
2022-01-05,20217.0
2022-01-06,29103.0
2022-01-07,21624.0
2022-01-08,18272.0
2022-01-09,27439.0
2022-01-10,24801.0
2022-01-11,27264.0
2022-01-12,19556.0
2022-01-13,23905.0
2022-01-14,14188.0
2022-01-15,
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,23136.0
2022-02-10,14590.0
2022-02-11,17766.0
2022-02-12,16807.0
2022-02-13,14648.0
2022-02-14,18706.0
2022-02-15,13359.0
2022-02-16,26910.0
2022-02-17,14029.0
2022-02-18,17414.0
2022-02-19,18385.0
2022-02-20,26738.0
2022-02-21,13078.0
2022-02-22,20568.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-12,0.0
2022-03-13,24148.0
2022-03-14,24717.0
2022-03-15,18123.0
2022-03-16,13147.0
2022-03-17,25415.0
2022-03-18,19541.0
2022-03-19,24951.0
2022-03-20,13622.0
2022-03-21,0.0
2022-03-22,20020.0
2022-03-23,20187.0
2022-03-24,18199.0
2022-03-25,22491.0
2022-03-26,15729.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-02,0.0
2022-04-03,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-09,0.0
2022-04-10,0.0
2022-04-11,0.0
2022-04-12,19430.0
2022-04-13,21332.0
2022-04-14,18968.0
2022-04-15,6087.0
2022-04-16,18926.0
2022-04-17,17928.0
2022-04-18,23571.0
2022-04-19,17746.0
2022-04-20,30157.0
2022-04-21,
2022-04-22,18440.0
2022-04-23,24598.0
2022-04-24,22100.0
2022-04-25,20933.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,0.0
2022-05-10,
2022-05-11,23210.0
2022-05-12,13076.0
2022-05-13,25777.0
2022-05-14,23544.0
2022-05-15,19451.0
2022-05-16,20800.0
2022-05-17,0.0
2022-05-18,18053.0
2022-05-19,25337.0
2022-05-20,23926.0
2022-05-21,21322.0
2022-05-22,19941.0
2022-05-23,23185.0
2022-05-24,18874.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-04,0.0
2022-06-05,0.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,0.0
2022-06-09,13341.0
2022-06-10,15407.0
2022-06-11,17590.0
2022-06-12,12722.0
2022-06-13,23658.0
2022-06-14,11300.0
2022-06-15,28128.0
2022-06-16,12943.0
2022-06-17,25999.0
2022-06-18,16367.0
2022-06-19,22244.0
2022-06-20,16990.0
2022-06-21,26694.0
2022-06-22,20174.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,24294.0
2022-07-09,22464.0
2022-07-10,17885.0
2022-07-11,14878.0
2022-07-12,14793.0
2022-07-13,20203.0
2022-07-14,18045.0
2022-07-15,11416.0
2022-07-16,22051.0
2022-07-17,15126.0
2022-07-18,15358.0
2022-07-19,19833.0
2022-07-20,16399.0
2022-07-21,20490.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,27893.0
2022-08-17,23405.0
2022-08-18,17518.0
2022-08-19,17054.0
2022-08-20,22318.0
2022-08-21,17810.0
2022-08-22,15087.0
2022-08-23,29496.0
2022-08-24,18757.0
2022-08-25,17493.0
2022-08-26,11231.0
2022-08-27,23405.0
2022-08-28,16048.0
2022-08-29,20114.0
2022-08-30,0.0
2022-08-31,0.0
2022-09-01,0.0
2022-09-02,0.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,0.0
2022-09-06,0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,0.0
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-24,23874.0
2022-09-25,26095.0
2022-09-26,10173.0
2022-09-27,16757.0
2022-09-28,16381.0
2022-09-29,19252.0
2022-09-30,
2022-10-01,15754.0
2022-10-02,17382.0
2022-10-03,16907.0
2022-10-04,18596.0
2022-10-05,20872.0
2022-10-06,23642.0
2022-10-07,24221.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,22614.0
2022-11-04,26251.0
2022-11-05,22222.0
2022-11-06,28337.0
2022-11-07,25563.0
2022-11-08,11969.0
2022-11-09,24269.0
2022-11-10,22845.0
2022-11-11,18842.0
2022-11-12,14339.0
2022-11-13,22381.0
2022-11-14,11683.0
2022-11-15,19914.0
2022-11-16,17531.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
