date,spend
2022-01-01,14895.0
2022-01-02,14384.0
2022-01-03,16561.0
2022-01-04,11724.0
2022-01-05,11980.0
2022-01-06,16957.0
2022-01-07,14491.0
2022-01-08,18399.0
2022-01-09,16431.0
2022-01-10,13065.0
2022-01-11,17012.0
2022-01-12,19190.0
2022-01-13,16564.0
2022-01-14,17329.0
2022-01-15,14398.0
2022-01-16,18475.0
2022-01-17,12967.0
2022-01-18,16184.0
2022-01-19,0.0
2022-01-20,16886.0
2022-01-21,
2022-01-22,13518.0
2022-01-23,14750.0
2022-01-24,17979.0
2022-01-25,15510.0
2022-01-26,12730.0
2022-01-27,12723.0
2022-01-28,15532.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,13784.0
2022-03-03,
2022-03-04,11311.0
2022-03-05,16497.0
2022-03-06,9043.0
2022-03-07,13035.0
2022-03-08,13846.0
2022-03-09,20862.0
2022-03-10,14038.0
2022-03-11,7295.0
2022-03-12,8003.0
2022-03-13,15119.0
2022-03-14,17148.0
2022-03-15,16314.0
2022-03-16,15586.0
2022-03-17,19067.0
2022-03-18,13111.0
2022-03-19,18132.0
2022-03-20,0.0
2022-03-21,11832.0
2022-03-22,8675.0
2022-03-23,14038.0
2022-03-24,1187040.0
2022-03-25,15399.0
2022-03-26,15216.0
2022-03-27,11753.0
2022-03-28,14334.0
2022-03-29,9758.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-02,0.0
2022-04-03,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-09,0.0
2022-04-10,0.0
2022-04-11,0.0
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,0.0
2022-04-15,0.0
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-23,0.0
2022-04-24,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-04-30,0.0
2022-05-01,0.0
2022-05-02,0.0
